1
2,4,3,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5
5,5,5,5,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5
5,5,5,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5
5,5,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5
5,5,1,1,2,2,2,2,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
5,5,1,1,2,4,4,2,2,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,5
5,5,1,2,4,4,4,4,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5
5,1,1,2,2,4,4,4,4,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5
5,1,1,1,1,2,4,4,2,2,1,3,3,3,3,1,1,1,1,1,1,1,1,5,5,5,1,5,1,1,1,1,1,1,1,2,1,2,2,5
5,5,1,1,1,2,2,2,2,1,1,1,3,3,3,3,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,2,2,2,2,2,2,2
5,5,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,2,4,4,2
5,5,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,4,4,4,4
5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,2,2,2,4,4,4,4,4,4,4,4,4,4
\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6
\u00F6,\u00F6,\u00F6,\u00F6, , , , ,\u2591,\u2591,\u2591, , , , , , , , , , , , , , , , , , , , , , , , ,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6
\u00F6,\u00F6,\u00F6,\u00F6, , , , ,\u2591,\u2591,\u2591, , , , , , , , , , , , , , , , , , , , , , , , , , ,\u00F6,\u00F6,\u00F6
\u00F6,\u00F6,\u00F6, , , , , , ,\u2591,\u2591,\u2591, , , , , , , , , , , , , , , , , , , , , , , , , , ,\u00F6,\u00F6
\u00F6,\u00F6, , , , , , , ,\u2591,\u2591,\u2591,\u2591, , , , , , , , , , , , , , , , , , , , , , , , , ,\u00F6,\u00F6
\u00F6,\u00F6, , ,\u0060,\u0060,\u0060,\u0060, , ,\u2591,\u2591,\u2591,\u2591, , , , , , , , , , , , , , , , , , , , , , , , , ,\u00F6
\u00F6,\u00F6, , ,\u0060,\u2248,\u2248,\u0060,\u0060, , ,\u2591,\u2591,\u2591, , , , , , , , , , ,\u00F6, ,\u00F6,\u00F6, , , , , , , , , , , ,\u00F6
\u00F6,\u00F6, ,\u0060,\u2248,\u2248,\u2248,\u2248,\u0060,\u0060, ,\u2591,\u2591,\u2591, , , , , , , , , ,\u00F6,\u00F6,\u00F6,\u00F6, , , , , , , , , , , , ,\u00F6
\u00F6, , ,\u0060,\u0060,\u2248,\u2248,\u2248,\u2248,\u0060, ,\u2591,\u2591,\u2591, , , , , , , , , , ,\u00F6,\u00F6,\u00F6,\u00F6, , , , , , , , , , , ,\u00F6
\u00F6, , , , ,\u0060,\u2248,\u2248,\u0060,\u0060, ,\u2591,\u2591,\u2591,\u2591, , , , , , , , ,\u00F6,\u00F6,\u00F6, ,\u00F6, , , , , , , ,\u0060, ,\u0060,\u0060,\u00F6
\u00F6,\u00F6, , , ,\u0060,\u0060,\u0060,\u0060, , , ,\u2591,\u2591,\u2591,\u2591, , , , , , , ,\u00F6, ,\u00F6, , , , , , , ,\u0060,\u0060,\u0060,\u0060,\u0060,\u0060,\u0060
\u00F6,\u00F6, , , , , , , , , , ,\u2591,\u2591,\u2591,\u2591,\u2591, , , , , , , , , , , , , , , ,\u0060,\u0060,\u0060,\u2248,\u0060,\u2248,\u2248,\u0060
\u00F6,\u00F6, , , , , , , , , , , ,\u2591,\u2591,\u2591,\u2591, , , , , , , , , , , , , ,\u0060,\u0060,\u0060,\u2248,\u2248,\u2248,\u2248,\u2248,\u2248,\u2248
\u00F6,\u00F6,\u00F6, , , , , , , , , , , , ,\u2591,\u2591, , , , , , , , , , , , ,\u0060,\u0060,\u2248,\u2248,\u2248,\u2248,\u2248,\u2248,\u2248,\u2248,\u2248
\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u2591,\u2591,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u00F6,\u0060,\u0060,\u0060,\u2248,\u2248,\u2248,\u2248,\u2248,\u2248,\u2248,\u2248,\u2248,\u2248
